,ID,NAME,TYPE,COUNTRY,REGION,GRAPES,BODY,ACIDITY,PRICE,VINTAGE,DESCRIPTION,URL,IMAGE_URL,normalized_descriptors,wine_vectors,cosine_similarity
365,3556,"Cave De Ribeauville, Pinot Blanc, Alsace, France",White Wine,France,Alsace,Pinot Blanc ,4,4,18.95,2020,"Floral aromas with a rich, ripe and fruity fresh palate with waxy highlights, a medium body with a dry and nutty finish.",,https://www.alliancewine.com//images/products/BOTTLE_2621.png?mode=pad,"['flower', 'rich', 'ripe', 'fruit', 'fresh', 'wax', 'medium_bodied', 'dry', 'nut']","[[-8.46937954e-01  1.19256176e-01 -5.83557844e-01  1.62089631e-01
   2.50693297e+00  6.60363436e-01 -3.94705892e-01 -1.59998667e+00
   5.29835224e-02  9.90696609e-01 -2.27207959e-01 -4.52248365e-01
   4.40364420e-01 -2.54995674e-01 -4.24950905e-02  1.76419258e+00
  -1.85378182e+00  2.75699639e+00  3.85888076e+00 -2.27295294e-01
  -1.82580137e+00 -5.42921782e-01  1.89356935e+00 -3.34079576e+00
   1.88501310e+00  1.29004514e+00  1.67777443e+00  7.35852480e-01
   3.34246427e-01  3.82167864e+00  2.18140817e+00 -3.19614142e-01
   1.84778702e+00 -5.47922432e-01 -3.22472668e+00  1.33204544e+00
  -1.02769041e+00  3.67398167e+00  9.56007004e-01  1.64604890e+00
   1.22069120e+00  4.18070346e-01  6.57889545e-02  1.51160097e+00
  -1.25505114e+00 -2.18720746e+00 -2.25824147e-01 -3.27622128e+00
  -1.32320571e+00  1.36882973e+00 -2.53705907e+00  7.23256409e-01
   6.74851656e-01  6.48041606e-01  6.72740102e-01 -4.04079866e+00
  -3.99647802e-02 -3.80559444e+00  8.00454497e-01 -1.36154413e+00
   2.74623561e+00  1.08413696e+00  3.89437139e-01  2.25735933e-01
   8.50144744e-01 -3.78066158e+00  1.10233474e+00 -1.53354716e+00
   1.69978058e+00  3.61546373e+00  1.55541182e+00 -1.51136428e-01
  -1.97897124e+00  1.92011940e+00  1.63033545e+00 -5.75429976e-01
   1.19870460e+00  1.30669069e+00  2.75041199e+00 -1.89229071e+00
  -3.34593467e-02 -2.52194911e-01  1.64365780e+00 -3.59625530e+00
  -3.32281756e+00 -6.60349131e-01  1.46352553e+00  1.54502928e+00
  -1.54552948e+00 -4.51037884e-01 -1.47391379e+00  1.31396866e+00
  -8.64208221e-01 -6.26526952e-01 -3.74797255e-01 -1.52982438e+00
  -2.01225114e+00 -1.34041214e+00  1.47861183e+00 -1.62874329e+00
  -9.35476005e-01 -1.83237052e+00  8.19324911e-01 -1.56375039e-02
   9.94884908e-01 -2.20559705e-02 -1.91957521e+00  5.42102814e-01
   8.56780708e-01 -1.71535242e+00  1.12414658e+00 -5.22716820e-01
   1.51975083e+00 -1.35084128e+00  1.53422499e+00 -1.32252371e+00
   1.54527068e+00 -2.75148630e+00 -3.92886233e+00 -2.01968864e-01
  -8.62361252e-01  2.79475999e+00  7.28374243e-01  2.16651511e+00
   1.35501802e+00 -2.40130067e+00  7.22914159e-01  4.30498958e-01
  -4.32223734e-03 -9.15555656e-01  4.75041926e-01 -4.17673540e+00
  -3.53602082e-01  1.34335983e+00 -7.92021930e-01  1.01300752e+00
  -1.47815239e+00 -8.44752967e-01  1.66604567e+00  2.65217543e+00
  -4.75528145e+00 -3.51273775e+00 -1.87150145e+00 -2.76205754e+00
   4.86724228e-01  5.97178757e-01  1.27550095e-01  1.42269385e+00
  -1.81007433e+00  7.36043975e-02  1.51503181e+00  6.28013909e-01
  -1.28281069e+00  6.01857781e-01  4.28958863e-01  9.97186005e-02
  -1.34036875e+00  4.28021312e-01 -5.00747800e-01 -1.26481545e+00
   2.03979924e-01  7.37542689e-01  1.27441573e+00 -2.53434920e+00
   1.75852692e+00  1.88863888e-01 -1.30744195e+00 -2.00664312e-01
   1.66867256e-01 -1.57276118e+00  2.69242358e+00  8.04340482e-01
  -3.56110001e+00 -8.80501628e-01 -8.21289361e-01 -8.86153758e-01
   6.16448164e-01 -8.46745074e-01 -1.02581549e+00  2.11316729e+00
  -1.04136705e+00 -1.64511728e+00  1.57280767e+00  1.77840590e+00
   1.75515580e+00  2.12474060e+00  1.32487103e-01 -2.35792994e+00
  -3.79854083e+00  5.17402887e-01  7.22135842e-01 -8.57170522e-01
   1.19654560e+00  2.39734173e+00 -2.39201951e+00  1.75179660e+00
  -4.14355844e-01 -9.70032275e-01 -1.06934786e+00  1.12541270e+00
  -1.15834606e+00  1.63422048e+00  6.22532517e-02 -2.21343249e-01
  -2.49882841e+00  9.21620071e-01 -2.63524914e+00 -7.70223320e-01
   3.64149046e+00 -9.78766561e-01  1.07842493e+00  2.81554365e+00
   2.54141450e+00 -3.33339810e-01 -2.13012362e+00 -2.66894668e-01
   3.15384960e+00  3.20621443e+00  2.59855652e+00  3.60797071e+00
  -3.62201905e+00  1.48872748e-01 -2.51298785e-01  1.80364442e+00
   2.96326399e+00 -1.47426260e+00  8.13892663e-01 -1.58007407e+00
   3.31475329e+00 -1.00365007e+00 -3.86751175e+00  2.77100086e+00
   2.03980923e+00 -2.28405023e+00  1.40067923e+00 -4.00142813e+00
   1.48321533e+00  4.57553506e-01 -6.89248443e-01  1.97078705e+00
  -5.66485882e-01 -8.62670302e-01  2.90294290e-01 -4.28591967e-01
  -1.86597228e+00  1.14737749e+00  2.27260494e+00  4.20830846e-01
  -2.39508104e+00  3.58034968e-01  1.41416658e-02 -6.65789604e-01
  -3.68917942e-01  3.53755140e+00  3.80886406e-01  3.74242902e+00
  -5.00731277e+00 -4.51338887e-01  7.26909280e-01 -9.63802338e-01
   3.89623433e-01 -1.49494624e+00 -1.42686415e+00  4.51276922e+00
   1.92373359e+00  1.49837470e+00  8.07979524e-01 -2.25278854e+00
   1.49139369e+00  6.56857491e-01  3.30138236e-01 -4.98809397e-01
  -1.85957298e-01  9.34887469e-01 -2.86822605e+00  7.68986940e-01
  -2.26684570e+00 -5.32061636e-01  5.51537371e+00  9.83126938e-01
   5.08721411e-01  1.46099365e+00 -1.37540305e+00 -3.11646605e+00
   2.24629450e+00 -4.75947112e-01  1.65916729e+00 -1.88489592e+00
  -2.95106506e+00  7.00736344e-01 -3.71366382e+00 -1.66270208e+00
  -1.26994383e+00  1.80800840e-01 -2.73479414e+00 -1.97847199e+00
   4.22829956e-01  8.70328188e-01 -2.88370943e+00 -1.05103111e+00]]",[[0.66591877]]
428,3493,"Cartlidge and Browne, Chardonnay, North Coast, California, USA",White Wine,United States of America,California," Muscat Canelli , Chardonnay ",0,0,17.95,2019,"Flavours of pear, melon and light citrus with aromatics of straw,lemon and oak tones of sweet caramel and hazelnut.",,https://www.alliancewine.com//images/products/BOTTLE_1826.png?mode=pad,"['pear', 'melon', 'light_bodied', 'citrus', 'straw', 'lemon', 'oak', 'sweet', 'caramel', 'hazelnut']","[[-2.5421443   4.360342    1.7555656   0.58168036  2.3132145  -0.87243766
   3.8354747  -0.04170324 -0.43842524  2.90989    -0.9466488  -1.3602113
   0.6782808  -1.3323787   1.0833883   2.0645885  -0.04036522  6.109727
   3.0314834   1.703912   -3.809721    1.5817626   1.5050482  -1.5435597
   2.3953435  -0.61451113  1.4899998  -1.8919468  -1.1030581   2.5938034
   1.021617   -0.7894889   4.5418787   0.8471634  -1.7874696   1.6227267
  -1.6506679   4.7971063  -2.2709641   2.7434087   3.5954976   0.28053755
   1.4494369   2.0029695  -4.3496857  -2.617453    1.4508823  -4.3081503
  -4.1579165   0.5677868  -0.9691963   0.36099127  1.8958776   1.9514713
   0.12606053 -1.2806522   2.1847148  -4.07528     0.17293818  0.23463099
   4.7357826  -0.3268278   1.8037641  -0.28622335  0.8474749  -4.7301393
   3.4730148  -1.9227209   0.75735843  2.8960207  -0.3680318   0.3535625
  -0.6481277  -1.6365297   2.9523463   3.114263    1.2119852   1.8173918
   4.323716   -1.8215691   1.0558745  -0.94235957  0.5843413  -4.64437
  -5.294247   -0.29564443  3.0394454   4.5945067  -3.3609567  -4.0088153
  -0.54711705  2.2417321   1.3121344   0.548783   -3.7330182   0.23027065
  -2.3863435  -1.1366341   1.9450794  -4.460528    0.39373592 -0.07511263
   1.122103   -1.7354956   2.3282611  -0.6231825  -3.1356452   0.6706577
   1.2381169  -2.2410533   0.17929618 -1.539108    2.2587981   0.0553767
  -0.29063582 -0.7983669   2.618776   -3.1745684  -2.7314858   1.0366193
   1.4165779   0.92805946 -0.48308477  3.000009    0.9839258   1.9208267
  -0.8472079   2.2421935   0.16847324 -3.0590444   2.236028   -3.118571
  -2.3114026   4.085351    0.3762799   0.4345959  -0.54619515 -0.38147074
  -0.13245544  3.6865718  -6.1383243  -6.1130943  -1.5647304  -4.3803306
   1.4560483   0.77586794 -0.00929378  2.5723362  -1.5003347  -0.11316838
   3.273072    3.2225432  -0.41630775  1.8509926  -1.6883221   3.1637654
  -1.9454244   1.3590806  -4.3613048  -3.227946    0.5304698   2.424565
   0.69992435 -2.9282308   3.0001357   3.1892998  -1.3783474   1.9173353
  -0.55787504 -3.2722237   1.7818129   1.5559685  -4.1637926  -1.2915596
  -1.8834082  -1.2923694  -0.42407998 -1.5102367  -2.080875    7.217766
   2.3695273  -3.6495163   0.6746923   2.2190254   4.6899843   2.0621617
  -0.45010385 -1.5784028  -0.8325919   1.1336365   0.8882591  -2.1329648
   1.5803792   4.84735    -3.1024175  -0.61579674  2.4061837  -2.8096015
  -0.31908646 -1.2304647  -0.30342075  1.4310347  -1.6005961  -0.3174376
  -1.0601231   1.6198734  -0.8899539   2.128879    5.304631    1.1128596
  -1.0764372   5.4263783   3.0427315   2.7342248  -3.2274175  -0.625006
   1.9156578   2.485609    0.8509073   0.9757681  -4.776246   -1.892198
   1.3787299   0.27472252  4.832451   -4.0202456   2.6738343  -1.6543124
   2.9432707  -1.7688825  -2.6089368   0.31920022  2.0987773   1.0920082
  -1.9711008  -3.6423054   2.3737576  -0.96555215 -0.8131782   4.1971564
   0.12568882  0.6428402   2.6499884  -0.4067692  -3.3070636  -2.8810196
   2.4079964   0.6636019  -2.2292542  -0.50561535 -0.5050987  -4.0122313
  -0.22974785  4.698386   -0.12178459  2.4831672  -5.861644    2.314579
   0.6810842  -1.1188323  -0.27232665 -0.6577033  -1.4436916   5.824235
   5.029409    3.2486434   1.6422689  -0.5713523   0.46473742  0.26060715
   2.0121384   1.4190613   0.80075675  0.04296656 -1.7444366   0.8048912
  -2.2188785   1.002389    4.8754826  -1.3849423  -0.7314018   0.13810697
  -1.2232594  -3.7340667   3.362695    1.5289257   2.6130145  -1.8103569
  -1.9946191   1.2332402  -4.481434   -0.05849371 -2.0792055  -2.6274004
  -4.3684287  -2.2017698   2.0197022   1.9759163  -4.4463463  -0.58383054]]",[[0.66463286]]
482,3439,"Cantalapiedra Viticultores, Lirondo, Vino de Mesa de Castilla y Léon, Spain",White Wine,Spain,Castilla y León,Verdejo ,4,4,16.45,2020,"Wines don't come more natural than from Isaac Cantalapiedra, the Lirondo has an appealing nose of bakery and brioche followed by apple notes. The palate is large and voluminous with a lovely mineral character. Good balance between acidity, bitterness and fruit.",,https://www.alliancewine.com//images/products/BOTTLE_3411.png?mode=pad,"['brioche', 'apple', 'minerality', 'bitter', 'fruit']","[[-0.31152496  2.758461    0.5971004  -3.115455    0.53304434 -3.5338383
   0.94911224  0.86011887  0.4324568   3.7095559  -2.4471424  -2.2688804
  -0.06073692  0.9495133   1.5701945   3.410518   -1.8439121   3.9280953
   2.3332124   0.14427283 -3.072885    1.0915749   2.8381085  -1.6830155
   1.1923919   1.3374565   0.43709245 -3.1314473  -2.091226   -0.07705192
   0.05676196  0.80120486  3.8210979   0.3729424   1.1249635  -0.03706814
   0.16548833  2.7822304  -1.3326457   1.508097    1.078662    0.26356006
  -2.2475789   3.9957924  -2.7778158  -2.1653473  -1.9237814  -5.6705885
  -3.0660439   0.40187842  0.9180319  -1.2133086   0.1058016   2.092711
   1.2730377  -0.06292019  1.3393128  -3.0701032  -2.980249    1.6825415
   7.302649    0.4166271   1.5825106  -0.48043737  0.9756603  -4.2620754
   3.9290824  -2.549417   -0.3072369   1.2366817  -0.2189126   2.2043588
  -0.23575945 -0.1392076   2.7172725   2.055968    4.806199    0.9684173
   4.0066786  -1.6355975   1.0229784  -2.2847266   1.1369927  -5.332885
  -4.999979   -0.21783917  1.5073245   4.661525   -2.2447238  -0.84504604
   0.41887513  3.666373   -0.76177174 -0.48740196 -1.5252068  -0.30742797
  -1.4765829  -2.3576143   1.9384657  -2.0681202  -2.1136699  -2.31004
   1.1862137  -0.8873957   0.8856281  -0.36196795 -0.04417057 -1.3681884
   0.2584055  -4.2328796   4.67202    -1.2103719   2.7807202  -0.07305872
   0.21681479 -2.2931046  -0.35777012 -3.8494759  -3.9354954   2.2792385
   3.4290376   0.31915694 -0.07795737  0.5113317   0.3943139   0.07851084
   0.33572203  1.454958    1.2811023  -3.1859097   0.83551395 -2.4319167
  -4.452525    2.438572   -1.6567032   0.699832    0.82833225  1.6295881
   2.5248706   4.196277   -6.3523774  -6.99496    -1.0728923  -0.8487419
  -0.20890689 -0.48833627  0.49544477  2.122869   -2.2201498   0.6758329
   4.2611794   3.4050312  -0.840813    1.9963076  -1.817364    2.7481549
  -1.6244196   1.4381213  -2.8452108  -3.5236835  -0.78396785  2.2856736
   0.7137693  -5.6848106   1.7500536  -1.6915194   0.32103705  1.0777628
   1.0912756  -0.20191483  1.74946     4.4165115  -4.440972    0.0295845
  -1.3165859   1.1689646   0.81040895 -0.52413523  1.610227    5.0324545
   0.61476827 -1.6846406   1.4982464   2.0429208   0.67409384  0.9009155
  -3.999099   -0.3553564  -2.2196455  -0.17199293 -1.3078142  -3.1933522
   0.50249255  3.6804233  -4.0108566   1.8820826  -0.43735853 -1.1362339
   2.2580028   0.7711795  -1.2767084   1.9733499  -2.5570965   0.01352377
  -1.0139182  -1.2524035  -2.4678528   0.73683393  5.1677485  -0.20995621
   0.6281459   3.8999577   3.0378716   1.7942976  -3.119573    2.1663263
   2.469691    4.136977    0.41928625  3.1628122  -3.9219093  -2.790734
   2.1900678  -0.3480143   2.435348   -2.1167464   3.7298992  -1.481765
   0.2569913  -1.6956002  -2.5003982  -0.9639676   1.63928    -0.37137574
   0.2701786  -7.39336     3.3018746   0.61708     0.0159826   3.759486
   0.29170117  2.2176895   1.1535985  -0.49233943 -1.1380494  -1.446902
   2.291607   -1.6923544  -0.15760715 -0.4861473   1.3981259  -2.9227552
   1.0985143   3.8624852   4.710617    2.8476768  -6.366211    0.02516159
   1.9742635  -0.05509795 -0.20174272 -3.2944217  -0.657627    3.7719414
   3.974284    2.993584    1.6521051   0.8123186   2.861688    0.6030754
   2.158402    0.4609716   0.15717289  0.27402288 -4.4278536   4.0398183
  -0.5926219   0.6442354   3.5907445   1.1418202  -1.918865    0.4956375
  -0.7095713  -2.6068408   4.5435953  -0.2800339   0.92741233 -1.9245136
  -0.5854825   1.2028137  -3.2237575  -1.208737    0.24842    -4.178294
  -0.8379178  -2.3426888   2.8512511   2.708933   -3.3696828  -0.6780539 ]]",[[0.5774523]]
23,3898,"Cantalapiedra Viticultores, Majuelo La Otea, Pie Franco, Vino de la Tierra de Castilla y Léon, Spain",White Wine,Spain,Castilla y León,Verdejo ,4,4,46.95,2017,"A harmonious combination of baked apples, dried herbs and chamomile flower, with a struck-match minerality. It has a mighty savoury palate: umami, refreshing acidity and a nice bitter finish.",,https://www.alliancewine.com//images/products/BOTTLE_3912.png?mode=pad,"['baked_apple', 'dry', 'herb', 'minerality', 'umami', 'refreshing', 'bitter']","[[ 8.89689386e-01  1.64622974e+00 -1.37509072e+00 -4.71451342e-01
   6.58747196e-01 -2.78586698e+00  1.12191641e+00 -4.19867374e-02
   9.21817482e-01  2.03027201e+00 -1.25828075e+00 -2.14885855e+00
  -3.64074439e-01  2.22678736e-01 -1.53773868e+00  4.68627930e+00
  -1.56619060e+00  2.18761492e+00  2.46200824e+00 -6.24688148e-01
  -1.47910988e+00  1.29138672e+00  2.41689515e+00 -3.69609714e+00
   1.88928568e+00  6.27955496e-01  2.50542283e+00 -4.46252584e+00
  -2.43921232e+00  2.46252012e+00  2.73310089e+00 -9.86485124e-01
   3.01073861e+00 -4.24091995e-01  1.42634317e-01  2.27937698e-01
  -4.51831073e-01  4.63411236e+00 -8.75081122e-01  1.44699132e+00
   1.78241754e+00 -4.12362397e-01 -2.49923086e+00  5.21837139e+00
  -1.10278404e+00 -4.55823708e+00 -3.68830156e+00 -2.41322207e+00
  -1.66986096e+00  5.29892385e-01 -9.96172309e-01  1.19085896e+00
  -1.01916924e-01  2.20011282e+00  5.97301200e-02 -5.35007179e-01
   9.89310086e-01 -2.00170183e+00 -1.65628517e+00  1.19897401e+00
   5.51464939e+00  2.26697016e+00  2.17747474e+00  1.73037624e+00
   3.73553962e-01 -1.80759835e+00  5.01842022e+00 -3.12403822e+00
   2.79738992e-01  1.46460330e+00 -7.37389997e-02 -1.27276350e-02
  -2.50568223e+00  5.52319288e-01  1.39230812e+00  6.63461536e-02
   2.71447182e+00 -1.08657157e+00  3.50317192e+00 -2.92155194e+00
   6.08938575e-01 -2.33390570e+00  3.37133765e+00 -5.03725719e+00
  -3.25995183e+00 -9.19542849e-01  1.55270076e+00  2.54539466e+00
   5.85299015e-01  1.43921697e+00  1.03489661e+00  3.13683558e+00
  -1.54178560e+00 -1.14334118e+00 -1.81572229e-01  5.66043973e-01
  -1.69445121e+00 -3.56258655e+00  1.73751485e+00 -3.54637647e+00
  -1.26551938e+00 -1.58177340e+00 -1.35468805e+00 -1.60900283e+00
   2.09553409e+00 -1.26935446e+00  9.61620212e-01  3.69848520e-03
   1.13713086e+00 -4.53258133e+00  3.14390206e+00 -3.34194875e+00
   3.29213786e+00 -8.37769508e-02  5.23580194e-01 -1.54617083e+00
  -2.81768274e+00 -1.93128240e+00 -2.37346458e+00  7.47223198e-01
   1.25017107e+00  1.54687762e+00 -6.13886833e-01  1.16854632e+00
   2.84752429e-01 -1.74976814e+00  2.78935218e+00  2.01343036e+00
   1.01346147e+00 -3.14553428e+00 -3.43986899e-01 -2.04803824e+00
  -2.71443892e+00  4.19376516e+00 -1.65757966e+00  4.09268045e+00
   7.27380216e-01  6.49783611e-01  8.63430873e-02  3.40803361e+00
  -4.62528324e+00 -3.81615877e+00 -2.16768950e-01 -2.29252434e+00
  -9.16280150e-01 -3.18993479e-01 -1.64496496e-01  1.07672393e+00
  -2.43612885e+00 -7.05444932e-01  3.82487345e+00  2.98935485e+00
  -2.34380364e+00  2.42547560e+00 -1.42018974e+00  2.27175546e+00
  -1.61077154e+00  1.15066886e+00 -2.30900788e+00 -2.44678617e+00
   7.97406305e-03  1.35175705e+00  1.16596007e+00 -6.08912897e+00
   1.05832553e+00 -8.67240131e-01  3.09245199e-01 -1.11242425e+00
   1.36130944e-01  7.98755825e-01  1.75257432e+00  3.00776124e+00
  -4.59075451e+00 -1.54116705e-01 -1.59755719e+00  1.69455409e+00
   6.46742404e-01 -1.93832779e+00  8.48425508e-01  4.36461926e+00
  -4.04209405e-01 -6.86184466e-01  2.99251437e+00  1.42173684e+00
   1.65067649e+00  2.10145116e+00 -1.59256113e+00 -3.35335660e+00
  -1.59415936e+00  1.87934649e+00 -1.43872273e+00 -2.53173947e+00
   3.85020189e-02  1.97279382e+00 -3.64174604e+00  2.68524736e-01
  -8.21276367e-01 -4.57392216e-01  3.35133553e-01  1.53795493e+00
  -1.14409828e+00  1.51776767e+00  4.06743258e-01 -5.78010678e-01
  -1.14142072e+00  3.14405233e-01 -2.77780485e+00  1.62317768e-01
   4.31717157e+00 -7.15177834e-01  1.46904790e+00  2.25485563e+00
   1.85834730e+00  1.08921432e+00  3.21513601e-02  2.10370660e+00
   1.71302235e+00  4.37513781e+00  1.66091728e+00  3.91417837e+00
  -4.16647959e+00 -1.32482910e+00  8.51923645e-01 -5.54471076e-01
   1.47992647e+00 -1.92138270e-01  2.75241232e+00 -1.10495961e+00
  -4.87834156e-01 -1.54126036e+00 -3.86403990e+00 -6.25763059e-01
  -4.39899623e-01 -8.14744592e-01  2.12417960e+00 -4.42582989e+00
   4.56021404e+00  1.81164131e-01 -1.19032776e+00  2.46555495e+00
  -1.26612985e+00  2.97641969e+00 -1.70429385e+00 -4.59948778e-01
  -1.14426231e+00 -6.05925024e-01  1.32732224e+00 -2.23266029e+00
  -5.22561610e-01  5.38549244e-01 -3.22293758e-01 -1.35350406e+00
   1.02150929e+00  3.39816546e+00  2.25083518e+00  4.70489073e+00
  -4.96016979e+00 -5.98788619e-01  2.60333800e+00 -5.06218016e-01
  -7.28414595e-01 -1.00498700e+00  1.44767299e-01  3.23220277e+00
   2.45798635e+00  1.91757190e+00  6.88507497e-01 -3.64314049e-01
   2.06965995e+00  1.70513749e+00  1.03309178e+00 -3.66288126e-01
  -1.17976463e+00  2.79557467e-01 -2.37875056e+00  3.42212272e+00
  -8.98471236e-01  2.94311941e-01  3.18098617e+00  2.47410727e+00
  -1.28249741e+00  2.43450031e-01 -2.57136750e+00 -1.73427069e+00
   2.36946821e+00 -6.42677426e-01 -1.09050071e+00 -1.82535386e+00
  -5.73233604e-01  1.36877751e+00 -4.92625475e+00 -1.22260833e+00
  -1.70265400e+00 -2.84282708e+00 -4.02723074e+00 -4.33416224e+00
   2.80641794e+00  1.79119360e+00 -1.31550956e+00 -4.32590008e+00]]",[[0.54541343]]
